type,model,origin,destination,distance,duration
hgv,sellyOak,edge3268,edge120,658.01,59.7
hgv,sellyOak,edge3268,edge127,1484.22,127.2
hgv,sellyOak,edge3268,edge16,209.45,28.2
hgv,sellyOak,edge3268,edge169,831.98,67.3
hgv,sellyOak,edge3268,edge180,1112.53,106.0
hgv,sellyOak,edge3268,edge217,1359.43,117.8
hgv,sellyOak,edge3268,edge25,995.88,89.4
hgv,sellyOak,edge3268,edge267,1077.65,88.3
hgv,sellyOak,edge3268,edge271,1527.15,148.7
hgv,sellyOak,edge3268,edge294,3126.72,232.4
hgv,sellyOak,edge3268,edge30,1114.85,109.9
hgv,sellyOak,edge3268,edge3027,371.14,34.0
hgv,sellyOak,edge3268,edge3117,1216.48,106.8
hgv,sellyOak,edge3268,edge3179,3162.14,236.8
hgv,sellyOak,edge3268,edge3262,3264.16,244.7
hgv,sellyOak,edge3268,edge3263,3262.9,242.5
hgv,sellyOak,edge3268,edge3350,674.22,66.5
hgv,sellyOak,edge3268,edge3352,3069.58,241.7
hgv,sellyOak,edge3268,edge3356,882.95,92.8
hgv,sellyOak,edge3268,edge50,2010.29,173.1
hgv,sellyOak,edge3268,edge52.22,2761.61,222.1
hgv,sellyOak,edge3268,edge68,3066.5,227.9
hgv,sellyOak,edge3268,edge74,1414.77,121.7
hgv,sellyOak,edge3268,edge8,3040.38,225.9
hgv,sellyOak,edge3268,edge80,1519.6,129.6
hgv,sellyOak,edge3268,edge83,963.96,77.2
hgv,sellyOak,edge3269,edge118,232.57,28.1
hgv,sellyOak,edge3269,edge119,309.09,33.9
hgv,sellyOak,edge3269,edge12,655.79,64.5
hgv,sellyOak,edge3269,edge120,302.61,27.9
hgv,sellyOak,edge3269,edge127,1743.85,151.8
hgv,sellyOak,edge3269,edge16,469.08,53.2
hgv,sellyOak,edge3269,edge169,1091.61,92.3
hgv,sellyOak,edge3269,edge180,1372.16,131.5
hgv,sellyOak,edge3269,edge217,1619.06,142.8
hgv,sellyOak,edge3269,edge25,1255.51,114.9
hgv,sellyOak,edge3269,edge267,1337.28,113.2
hgv,sellyOak,edge3269,edge271,1786.78,173.7
hgv,sellyOak,edge3269,edge294,3386.35,257.5
hgv,sellyOak,edge3269,edge30,1374.48,135.0
hgv,sellyOak,edge3269,edge3027,630.77,59.0
hgv,sellyOak,edge3269,edge3117,1476.11,132.0
hgv,sellyOak,edge3269,edge3179,3421.77,262.1
hgv,sellyOak,edge3269,edge3262,3523.79,269.7
hgv,sellyOak,edge3269,edge3263,3522.53,267.5
hgv,sellyOak,edge3269,edge3350,318.82,34.6
hgv,sellyOak,edge3269,edge3352,3329.21,266.9
hgv,sellyOak,edge3269,edge3356,1142.58,118.3
hgv,sellyOak,edge3269,edge50,2269.92,197.3
hgv,sellyOak,edge3269,edge52.22,3021.24,247.0
hgv,sellyOak,edge3269,edge68,3326.13,253.0
hgv,sellyOak,edge3269,edge74,1674.4,146.9
hgv,sellyOak,edge3269,edge8,3300.01,251.4
hgv,sellyOak,edge3269,edge80,1779.23,154.9
hgv,sellyOak,edge3269,edge83,1223.59,102.3
hgv,sellyOak,edge3351,edge118,173.03,13.0
hgv,sellyOak,edge3351,edge119,260.24,19.5
hgv,sellyOak,edge3351,edge12,606.94,50.2
hgv,sellyOak,edge3351,edge120,868.79,70.2
hgv,sellyOak,edge3351,edge127,1695.0,137.4
hgv,sellyOak,edge3351,edge16,420.23,38.8
hgv,sellyOak,edge3351,edge169,1042.76,78.0
hgv,sellyOak,edge3351,edge180,1323.31,116.9
hgv,sellyOak,edge3351,edge217,1570.21,128.4
hgv,sellyOak,edge3351,edge25,1206.66,100.1
hgv,sellyOak,edge3351,edge267,1288.43,98.9
hgv,sellyOak,edge3351,edge271,1737.93,159.7
hgv,sellyOak,edge3351,edge294,3337.5,242.9
hgv,sellyOak,edge3351,edge30,1325.63,120.5
hgv,sellyOak,edge3351,edge3027,581.92,44.5
hgv,sellyOak,edge3351,edge3117,1427.26,117.6
hgv,sellyOak,edge3351,edge3179,3372.92,247.9
hgv,sellyOak,edge3351,edge3262,3474.94,255.3
hgv,sellyOak,edge3351,edge3263,3473.68,253.3
hgv,sellyOak,edge3351,edge3350,269.97,20.2
hgv,sellyOak,edge3351,edge3352,3280.36,252.6
hgv,sellyOak,edge3351,edge3356,1093.73,103.4
hgv,sellyOak,edge3351,edge50,2221.07,183.4
hgv,sellyOak,edge3351,edge52.22,2972.39,232.7
hgv,sellyOak,edge3351,edge68,3277.28,238.5
hgv,sellyOak,edge3351,edge74,1625.55,132.5
hgv,sellyOak,edge3351,edge8,3251.16,236.8
hgv,sellyOak,edge3351,edge80,1730.38,140.4
hgv,sellyOak,edge3351,edge83,1174.74,87.9
hgv,sellyOak,edge43,edge118,1690.75,152.8
hgv,sellyOak,edge43,edge119,1767.27,158.7
hgv,sellyOak,edge43,edge12,1486.61,131.2
hgv,sellyOak,edge43,edge120,1760.79,152.6
hgv,sellyOak,edge43,edge127,462.91,39.4
hgv,sellyOak,edge43,edge16,1281.89,113.9
hgv,sellyOak,edge43,edge169,820.03,76.9
hgv,sellyOak,edge43,edge180,2215.31,199.2
hgv,sellyOak,edge43,edge217,481.81,65.1
hgv,sellyOak,edge43,edge25,2098.66,182.5
hgv,sellyOak,edge43,edge267,2180.43,181.6
hgv,sellyOak,edge43,edge271,381.51,33.3
hgv,sellyOak,edge43,edge294,2105.41,145.0
hgv,sellyOak,edge43,edge30,2217.63,203.1
hgv,sellyOak,edge43,edge3027,1114.24,99.8
hgv,sellyOak,edge43,edge3117,205.66,20.2
hgv,sellyOak,edge43,edge3179,2140.83,149.2
hgv,sellyOak,edge43,edge3262,2242.85,157.2
hgv,sellyOak,edge43,edge3263,2241.59,155.1
hgv,sellyOak,edge43,edge3350,1777.0,159.5
hgv,sellyOak,edge43,edge3352,2048.27,154.6
hgv,sellyOak,edge43,edge3356,897.9,89.6
hgv,sellyOak,edge43,edge50,988.98,85.2
hgv,sellyOak,edge43,edge52.22,1740.3,134.5
hgv,sellyOak,edge43,edge68,2045.19,140.3
hgv,sellyOak,edge43,edge74,92.0,11.7
hgv,sellyOak,edge43,edge8,2019.07,138.5
hgv,sellyOak,edge43,edge80,800.46,64.6
hgv,sellyOak,edge43,edge83,2066.74,170.2
hgv,sellyOak,edge77,edge118,1475.56,138.2
hgv,sellyOak,edge77,edge119,1552.08,143.9
hgv,sellyOak,edge77,edge12,1271.42,116.8
hgv,sellyOak,edge77,edge120,1545.6,138.0
hgv,sellyOak,edge77,edge127,727.03,75.8
hgv,sellyOak,edge77,edge16,1066.7,99.5
hgv,sellyOak,edge77,edge169,604.84,62.2
hgv,sellyOak,edge77,edge180,2000.12,184.6
hgv,sellyOak,edge77,edge217,439.25,54.5
hgv,sellyOak,edge77,edge25,1883.47,167.9
hgv,sellyOak,edge77,edge267,1965.24,166.7
hgv,sellyOak,edge77,edge271,645.63,69.9
hgv,sellyOak,edge77,edge294,2369.53,181.2
hgv,sellyOak,edge77,edge30,2002.44,188.3
hgv,sellyOak,edge77,edge3027,899.05,85.3
hgv,sellyOak,edge77,edge3117,469.78,56.6
hgv,sellyOak,edge77,edge3179,2404.95,186.0
hgv,sellyOak,edge77,edge3262,2506.97,193.6
hgv,sellyOak,edge77,edge3263,2505.71,191.6
hgv,sellyOak,edge77,edge3350,1561.81,144.2
hgv,sellyOak,edge77,edge3352,2312.39,191.1
hgv,sellyOak,edge77,edge3356,682.71,74.8
hgv,sellyOak,edge77,edge50,1253.1,121.9
hgv,sellyOak,edge77,edge52.22,2004.42,170.4
hgv,sellyOak,edge77,edge68,2309.31,176.7
hgv,sellyOak,edge77,edge74,494.59,58.4
hgv,sellyOak,edge77,edge8,2283.19,174.9
hgv,sellyOak,edge77,edge80,1064.58,101.2
hgv,sellyOak,edge77,edge83,1851.55,155.4
hgv,sellyOak,edge93,edge118,3482.17,264.3
hgv,sellyOak,edge93,edge119,3558.69,270.3
hgv,sellyOak,edge93,edge12,3278.03,242.8
hgv,sellyOak,edge93,edge120,3552.21,264.4
hgv,sellyOak,edge93,edge127,1902.04,124.7
hgv,sellyOak,edge93,edge16,3073.31,225.5
hgv,sellyOak,edge93,edge169,2611.45,188.7
hgv,sellyOak,edge93,edge180,4006.73,310.7
hgv,sellyOak,edge93,edge217,2110.72,140.3
hgv,sellyOak,edge93,edge25,3890.08,294.1
hgv,sellyOak,edge93,edge267,3971.85,292.7
hgv,sellyOak,edge93,edge271,2172.93,145.0
hgv,sellyOak,edge93,edge294,1623.48,129.2
hgv,sellyOak,edge93,edge30,4009.05,314.4
hgv,sellyOak,edge93,edge3027,2905.66,211.5
hgv,sellyOak,edge93,edge3117,1985.13,130.9
hgv,sellyOak,edge93,edge3179,327.98,26.4
hgv,sellyOak,edge93,edge3262,430.0,34.2
hgv,sellyOak,edge93,edge3263,428.74,32.1
hgv,sellyOak,edge93,edge3350,3568.42,271.1
hgv,sellyOak,edge93,edge3352,535.48,46.2
hgv,sellyOak,edge93,edge3356,2689.32,201.3
hgv,sellyOak,edge93,edge50,1505.1,110.9
hgv,sellyOak,edge93,edge52.22,876.55,74.1
hgv,sellyOak,edge93,edge68,702.76,52.6
hgv,sellyOak,edge93,edge74,2166.06,144.5
hgv,sellyOak,edge93,edge8,659.44,49.3
hgv,sellyOak,edge93,edge80,2591.88,176.3
hgv,sellyOak,edge93,edge83,3858.16,281.7
motorcycle,sellyOak,edge0,edge118,1837.51,145.0
motorcycle,sellyOak,edge0,edge119,1914.03,150.8
motorcycle,sellyOak,edge0,edge12,1633.37,130.3
motorcycle,sellyOak,edge0,edge120,1907.55,148.4
motorcycle,sellyOak,edge0,edge127,1155.59,74.2
motorcycle,sellyOak,edge0,edge16,1428.65,112.8
motorcycle,sellyOak,edge0,edge169,966.79,76.1
motorcycle,sellyOak,edge0,edge180,2362.07,191.7
motorcycle,sellyOak,edge0,edge217,466.06,35.1
motorcycle,sellyOak,edge0,edge25,2245.42,178.2
motorcycle,sellyOak,edge0,edge267,2327.19,176.9
motorcycle,sellyOak,edge0,edge271,528.27,39.8
motorcycle,sellyOak,edge0,edge294,1881.84,123.7
motorcycle,sellyOak,edge0,edge30,2364.39,194.6
motorcycle,sellyOak,edge0,edge3027,1261.0,99.0
motorcycle,sellyOak,edge0,edge3117,340.47,25.7
motorcycle,sellyOak,edge0,edge3179,1917.26,128.2
motorcycle,sellyOak,edge0,edge3262,2019.28,136.0
motorcycle,sellyOak,edge0,edge3263,2018.02,133.9
motorcycle,sellyOak,edge0,edge3350,1923.76,151.3
motorcycle,sellyOak,edge0,edge3352,1824.7,124.3
motorcycle,sellyOak,edge0,edge3356,1044.66,92.2
motorcycle,sellyOak,edge0,edge50,765.41,59.9
motorcycle,sellyOak,edge0,edge52.22,1516.73,102.6
motorcycle,sellyOak,edge0,edge68,1821.62,119.1
motorcycle,sellyOak,edge0,edge74,521.4,39.3
motorcycle,sellyOak,edge0,edge8,1795.5,117.2
motorcycle,sellyOak,edge0,edge80,947.22,71.3
motorcycle,sellyOak,edge0,edge83,2213.5,169.9
motorcycle,sellyOak,edge100,edge118,724.23,57.7
motorcycle,sellyOak,edge100,edge119,800.75,63.7
motorcycle,sellyOak,edge100,edge12,520.09,43.2
motorcycle,sellyOak,edge100,edge120,794.27,61.5
motorcycle,sellyOak,edge100,edge127,1276.96,99.3
motorcycle,sellyOak,edge100,edge16,315.37,25.8
motorcycle,sellyOak,edge100,edge169,624.72,47.1
motorcycle,sellyOak,edge100,edge180,1248.79,104.6
motorcycle,sellyOak,edge100,edge217,1152.17,90.1
motorcycle,sellyOak,edge100,edge25,1132.14,91.1
motorcycle,sellyOak,edge100,edge267,1213.91,89.8
motorcycle,sellyOak,edge100,edge271,1319.89,115.2
motorcycle,sellyOak,edge100,edge294,2919.46,204.9
motorcycle,sellyOak,edge100,edge30,1251.11,107.7
motorcycle,sellyOak,edge100,edge3027,1122.43,88.6
motorcycle,sellyOak,edge100,edge3117,1009.22,79.2
motorcycle,sellyOak,edge100,edge3179,2954.88,209.3
motorcycle,sellyOak,edge100,edge3262,3056.9,217.3
motorcycle,sellyOak,edge100,edge3263,3055.64,215.1
motorcycle,sellyOak,edge100,edge3350,810.48,64.3
motorcycle,sellyOak,edge100,edge3352,2862.32,205.6
motorcycle,sellyOak,edge100,edge3356,675.69,64.5
motorcycle,sellyOak,edge100,edge50,1803.03,141.3
motorcycle,sellyOak,edge100,edge52.22,2554.35,184.0
motorcycle,sellyOak,edge100,edge68,2859.24,200.4
motorcycle,sellyOak,edge100,edge74,1207.51,94.1
motorcycle,sellyOak,edge100,edge8,2833.12,198.4
motorcycle,sellyOak,edge100,edge80,1312.34,102.1
motorcycle,sellyOak,edge100,edge83,1100.22,82.9
motorcycle,sellyOak,edge104,edge118,1569.41,124.6
motorcycle,sellyOak,edge104,edge119,1645.93,130.4
motorcycle,sellyOak,edge104,edge12,1365.27,110.0
motorcycle,sellyOak,edge104,edge120,1639.45,128.2
motorcycle,sellyOak,edge104,edge127,321.8,24.3
motorcycle,sellyOak,edge104,edge16,1160.55,92.7
motorcycle,sellyOak,edge104,edge169,698.69,55.8
motorcycle,sellyOak,edge104,edge180,2093.97,171.4
motorcycle,sellyOak,edge104,edge217,207.71,15.7
motorcycle,sellyOak,edge104,edge25,1977.32,158.0
motorcycle,sellyOak,edge104,edge267,2059.09,156.6
motorcycle,sellyOak,edge104,edge271,260.17,19.6
motorcycle,sellyOak,edge104,edge294,1964.3,129.8
motorcycle,sellyOak,edge104,edge30,2096.29,174.5
motorcycle,sellyOak,edge104,edge3027,992.9,78.9
motorcycle,sellyOak,edge104,edge3117,563.63,53.1
motorcycle,sellyOak,edge104,edge3179,1999.72,134.2
motorcycle,sellyOak,edge104,edge3262,2101.74,142.1
motorcycle,sellyOak,edge104,edge3263,2100.48,140.1
motorcycle,sellyOak,edge104,edge3350,1655.66,131.1
motorcycle,sellyOak,edge104,edge3352,1907.16,130.5
motorcycle,sellyOak,edge104,edge3356,776.56,72.0
motorcycle,sellyOak,edge104,edge50,847.87,66.0
motorcycle,sellyOak,edge104,edge52.22,1599.19,108.9
motorcycle,sellyOak,edge104,edge68,1904.08,125.3
motorcycle,sellyOak,edge104,edge74,263.05,19.8
motorcycle,sellyOak,edge104,edge8,1877.96,123.3
motorcycle,sellyOak,edge104,edge80,679.12,51.2
motorcycle,sellyOak,edge104,edge83,1945.4,149.8
motorcycle,sellyOak,edge113,edge118,3520.79,253.2
motorcycle,sellyOak,edge113,edge119,3597.31,259.1
motorcycle,sellyOak,edge113,edge12,3316.65,238.9
motorcycle,sellyOak,edge113,edge120,3590.83,257.0
motorcycle,sellyOak,edge113,edge127,1940.66,127.9
motorcycle,sellyOak,edge113,edge16,3111.93,221.5
motorcycle,sellyOak,edge113,edge169,2650.07,184.6
motorcycle,sellyOak,edge113,edge180,4045.35,300.3
motorcycle,sellyOak,edge113,edge217,2149.34,143.6
motorcycle,sellyOak,edge113,edge25,3928.7,286.6
motorcycle,sellyOak,edge113,edge267,4010.47,285.4
motorcycle,sellyOak,edge113,edge271,2211.55,148.3
motorcycle,sellyOak,edge113,edge294,357.28,26.9
motorcycle,sellyOak,edge113,edge30,4047.67,303.1
motorcycle,sellyOak,edge113,edge3027,2944.28,207.6
motorcycle,sellyOak,edge113,edge3117,2023.75,134.2
motorcycle,sellyOak,edge113,edge3179,1697.52,132.5
motorcycle,sellyOak,edge113,edge3262,190.52,16.4
motorcycle,sellyOak,edge113,edge3263,189.26,14.3
motorcycle,sellyOak,edge113,edge3350,3607.04,259.9
motorcycle,sellyOak,edge113,edge3352,561.08,44.6
motorcycle,sellyOak,edge113,edge3356,2727.94,200.7
motorcycle,sellyOak,edge113,edge50,1543.72,113.8
motorcycle,sellyOak,edge113,edge52.22,902.15,71.0
motorcycle,sellyOak,edge113,edge68,741.38,55.9
motorcycle,sellyOak,edge113,edge74,2204.68,147.8
motorcycle,sellyOak,edge113,edge8,698.06,52.6
motorcycle,sellyOak,edge113,edge80,2630.5,179.8
motorcycle,sellyOak,edge113,edge83,3896.78,278.5
motorcycle,sellyOak,edge116,edge118,3603.54,259.7
motorcycle,sellyOak,edge116,edge119,3680.06,265.4
motorcycle,sellyOak,edge116,edge12,3399.4,245.1
motorcycle,sellyOak,edge116,edge120,3673.58,263.3
motorcycle,sellyOak,edge116,edge127,2023.41,134.1
motorcycle,sellyOak,edge116,edge16,3194.68,227.6
motorcycle,sellyOak,edge116,edge169,2732.82,190.9
motorcycle,sellyOak,edge116,edge180,4128.1,306.2
motorcycle,sellyOak,edge116,edge217,2232.09,149.8
motorcycle,sellyOak,edge116,edge25,4011.45,292.8
motorcycle,sellyOak,edge116,edge267,4093.22,291.5
motorcycle,sellyOak,edge116,edge271,2294.3,154.5
motorcycle,sellyOak,edge116,edge294,440.03,33.2
motorcycle,sellyOak,edge116,edge30,4130.42,309.5
motorcycle,sellyOak,edge116,edge3027,3027.03,213.7
motorcycle,sellyOak,edge116,edge3117,2106.5,140.4
motorcycle,sellyOak,edge116,edge3179,190.28,16.3
motorcycle,sellyOak,edge116,edge3262,1882.29,146.7
motorcycle,sellyOak,edge116,edge3263,104.99,7.9
motorcycle,sellyOak,edge116,edge3350,3689.79,266.3
motorcycle,sellyOak,edge116,edge3352,643.83,50.7
motorcycle,sellyOak,edge116,edge3356,2810.69,206.9
motorcycle,sellyOak,edge116,edge50,1626.47,120.0
motorcycle,sellyOak,edge116,edge52.22,984.9,77.2
motorcycle,sellyOak,edge116,edge68,824.13,62.1
motorcycle,sellyOak,edge116,edge74,2287.43,154.0
motorcycle,sellyOak,edge116,edge8,780.81,58.8
motorcycle,sellyOak,edge116,edge80,2713.25,186.1
motorcycle,sellyOak,edge116,edge83,3979.53,284.6
motorcycle,sellyOak,edge117,edge118,3611.47,260.1
motorcycle,sellyOak,edge117,edge119,3687.99,266.1
motorcycle,sellyOak,edge117,edge12,3407.33,245.5
motorcycle,sellyOak,edge117,edge120,3681.51,263.9
motorcycle,sellyOak,edge117,edge127,2031.34,134.7
motorcycle,sellyOak,edge117,edge16,3202.61,228.1
motorcycle,sellyOak,edge117,edge169,2740.75,191.3
motorcycle,sellyOak,edge117,edge180,4136.03,307.1
motorcycle,sellyOak,edge117,edge217,2240.02,150.5
motorcycle,sellyOak,edge117,edge25,4019.38,293.5
motorcycle,sellyOak,edge117,edge267,4101.15,292.2
motorcycle,sellyOak,edge117,edge271,2302.23,155.2
motorcycle,sellyOak,edge117,edge294,447.96,33.7
motorcycle,sellyOak,edge117,edge30,4138.35,310.1
motorcycle,sellyOak,edge117,edge3027,3034.96,214.3
motorcycle,sellyOak,edge117,edge3117,2114.43,141.0
motorcycle,sellyOak,edge117,edge3179,198.21,17.0
motorcycle,sellyOak,edge117,edge3262,98.39,9.3
motorcycle,sellyOak,edge117,edge3263,1888.96,145.2
motorcycle,sellyOak,edge117,edge3350,3697.72,266.8
motorcycle,sellyOak,edge117,edge3352,651.76,51.4
motorcycle,sellyOak,edge117,edge3356,2818.62,207.5
motorcycle,sellyOak,edge117,edge50,1634.4,120.6
motorcycle,sellyOak,edge117,edge52.22,992.83,77.9
motorcycle,sellyOak,edge117,edge68,832.06,62.7
motorcycle,sellyOak,edge117,edge74,2295.36,154.6
motorcycle,sellyOak,edge117,edge8,788.74,59.4
motorcycle,sellyOak,edge117,edge80,2721.18,186.7
motorcycle,sellyOak,edge117,edge83,3987.46,285.3
motorcycle,sellyOak,edge121,edge118,3431.7,256.3
motorcycle,sellyOak,edge121,edge119,3508.22,262.0
motorcycle,sellyOak,edge121,edge12,3227.56,241.4
motorcycle,sellyOak,edge121,edge120,3501.74,259.8
motorcycle,sellyOak,edge121,edge127,1851.57,130.8
motorcycle,sellyOak,edge121,edge16,3022.84,224.5
motorcycle,sellyOak,edge121,edge169,2560.98,187.4
motorcycle,sellyOak,edge121,edge180,3956.26,303.1
motorcycle,sellyOak,edge121,edge217,2060.25,146.6
motorcycle,sellyOak,edge121,edge25,3839.61,289.6
motorcycle,sellyOak,edge121,edge267,3921.38,288.5
motorcycle,sellyOak,edge121,edge271,2122.46,151.2
motorcycle,sellyOak,edge121,edge294,539.67,45.2
motorcycle,sellyOak,edge121,edge30,3958.58,306.3
motorcycle,sellyOak,edge121,edge3027,2855.19,210.5
motorcycle,sellyOak,edge121,edge3117,1934.66,137.1
motorcycle,sellyOak,edge121,edge3179,562.03,48.7
motorcycle,sellyOak,edge121,edge3262,664.05,56.5
motorcycle,sellyOak,edge121,edge3263,662.79,54.4
motorcycle,sellyOak,edge121,edge3350,3517.95,262.9
motorcycle,sellyOak,edge121,edge3352,1030.35,89.7
motorcycle,sellyOak,edge121,edge3356,2638.85,203.7
motorcycle,sellyOak,edge121,edge50,1454.63,116.6
motorcycle,sellyOak,edge121,edge52.22,536.55,48.0
motorcycle,sellyOak,edge121,edge68,908.2,72.9
motorcycle,sellyOak,edge121,edge74,2115.59,150.7
motorcycle,sellyOak,edge121,edge8,864.88,69.6
motorcycle,sellyOak,edge121,edge80,2541.41,182.8
motorcycle,sellyOak,edge121,edge83,3807.69,281.5
motorcycle,sellyOak,edge125,edge118,1239.06,113.7
motorcycle,sellyOak,edge125,edge119,1315.58,119.5
motorcycle,sellyOak,edge125,edge12,1034.92,99.2
motorcycle,sellyOak,edge125,edge120,1309.1,117.4
motorcycle,sellyOak,edge125,edge127,1049.75,94.8
motorcycle,sellyOak,edge125,edge16,830.2,81.9
motorcycle,sellyOak,edge125,edge169,574.48,57.0
motorcycle,sellyOak,edge125,edge180,1763.62,160.6
motorcycle,sellyOak,edge125,edge217,924.96,85.4
motorcycle,sellyOak,edge125,edge25,1646.97,147.0
motorcycle,sellyOak,edge125,edge267,1728.74,145.7
motorcycle,sellyOak,edge125,edge271,1092.68,110.6
motorcycle,sellyOak,edge125,edge294,2692.25,200.2
motorcycle,sellyOak,edge125,edge30,1765.94,163.3
motorcycle,sellyOak,edge125,edge3027,662.55,68.1
motorcycle,sellyOak,edge125,edge3117,782.01,74.6
motorcycle,sellyOak,edge125,edge3179,2727.67,204.8
motorcycle,sellyOak,edge125,edge3262,2829.69,212.7
motorcycle,sellyOak,edge125,edge3263,2828.43,210.7
motorcycle,sellyOak,edge125,edge3350,1325.31,120.3
motorcycle,sellyOak,edge125,edge3352,2635.11,201.0
motorcycle,sellyOak,edge125,edge3356,858.69,94.0
motorcycle,sellyOak,edge125,edge50,1575.82,136.6
motorcycle,sellyOak,edge125,edge52.22,2327.14,179.5
motorcycle,sellyOak,edge125,edge68,2632.03,195.7
motorcycle,sellyOak,edge125,edge74,980.3,89.6
motorcycle,sellyOak,edge125,edge8,2605.91,193.8
motorcycle,sellyOak,edge125,edge80,1085.13,97.6
motorcycle,sellyOak,edge125,edge83,1615.05,138.8
motorcycle,sellyOak,edge140,edge118,3399.62,244.4
motorcycle,sellyOak,edge140,edge119,3476.14,250.1
motorcycle,sellyOak,edge140,edge12,3195.48,229.7
motorcycle,sellyOak,edge140,edge120,3469.66,248.0
motorcycle,sellyOak,edge140,edge127,1819.49,118.8
motorcycle,sellyOak,edge140,edge16,2990.76,212.1
motorcycle,sellyOak,edge140,edge169,2528.9,175.5
motorcycle,sellyOak,edge140,edge180,3924.18,291.0
motorcycle,sellyOak,edge140,edge217,2028.17,134.5
motorcycle,sellyOak,edge140,edge25,3807.53,277.5
motorcycle,sellyOak,edge140,edge267,3889.3,276.3
motorcycle,sellyOak,edge140,edge271,2090.38,139.2
motorcycle,sellyOak,edge140,edge294,636.98,48.0
motorcycle,sellyOak,edge140,edge30,3926.5,294.1
motorcycle,sellyOak,edge140,edge3027,2823.11,198.4
motorcycle,sellyOak,edge140,edge3117,1902.58,125.1
motorcycle,sellyOak,edge140,edge3179,672.4,52.5
motorcycle,sellyOak,edge140,edge3262,774.42,60.3
motorcycle,sellyOak,edge140,edge3263,773.16,58.3
motorcycle,sellyOak,edge140,edge3350,3485.87,250.7
motorcycle,sellyOak,edge140,edge3352,864.12,67.4
motorcycle,sellyOak,edge140,edge3356,2606.77,191.7
motorcycle,sellyOak,edge140,edge50,1422.55,104.7
motorcycle,sellyOak,edge140,edge52.22,1111.36,86.8
motorcycle,sellyOak,edge140,edge68,608.55,45.8
motorcycle,sellyOak,edge140,edge74,2083.51,138.7
motorcycle,sellyOak,edge140,edge8,1454.59,112.5
motorcycle,sellyOak,edge140,edge80,2509.33,170.8
motorcycle,sellyOak,edge140,edge83,3775.61,269.4
motorcycle,sellyOak,edge159,edge118,725.92,57.9
motorcycle,sellyOak,edge159,edge119,802.44,63.8
motorcycle,sellyOak,edge159,edge12,1149.14,93.9
motorcycle,sellyOak,edge159,edge120,795.96,61.6
motorcycle,sellyOak,edge159,edge127,2237.2,175.0
motorcycle,sellyOak,edge159,edge16,962.43,80.2
motorcycle,sellyOak,edge159,edge169,1584.96,122.6
motorcycle,sellyOak,edge159,edge180,1250.48,104.7
motorcycle,sellyOak,edge159,edge217,2112.41,165.7
motorcycle,sellyOak,edge159,edge25,1133.83,91.1
motorcycle,sellyOak,edge159,edge267,1215.6,89.9
motorcycle,sellyOak,edge159,edge271,2280.13,191.0
motorcycle,sellyOak,edge159,edge294,3879.7,280.6
motorcycle,sellyOak,edge159,edge30,1252.8,107.7
motorcycle,sellyOak,edge159,edge3027,1124.12,88.9
motorcycle,sellyOak,edge159,edge3117,1969.46,154.9
motorcycle,sellyOak,edge159,edge3179,3915.12,285.0
motorcycle,sellyOak,edge159,edge3262,4017.14,292.7
motorcycle,sellyOak,edge159,edge3263,4015.88,290.9
motorcycle,sellyOak,edge159,edge3350,812.17,64.5
motorcycle,sellyOak,edge159,edge3352,3822.56,281.2
motorcycle,sellyOak,edge159,edge3356,1635.93,140.1
motorcycle,sellyOak,edge159,edge50,2763.27,216.7
motorcycle,sellyOak,edge159,edge52.22,3514.59,259.5
motorcycle,sellyOak,edge159,edge68,3819.48,276.0
motorcycle,sellyOak,edge159,edge74,2167.75,169.8
motorcycle,sellyOak,edge159,edge8,3793.36,274.0
motorcycle,sellyOak,edge159,edge80,2272.58,177.8
motorcycle,sellyOak,edge159,edge83,1101.91,83.0
motorcycle,sellyOak,edge172,edge118,1045.66,83.2
motorcycle,sellyOak,edge172,edge119,1122.18,89.0
motorcycle,sellyOak,edge172,edge12,1197.67,97.2
motorcycle,sellyOak,edge172,edge120,1115.7,86.9
motorcycle,sellyOak,edge172,edge127,2299.81,179.3
motorcycle,sellyOak,edge172,edge16,1025.04,84.5
motorcycle,sellyOak,edge172,edge169,1647.57,126.9
motorcycle,sellyOak,edge172,edge180,347.79,36.8
motorcycle,sellyOak,edge172,edge217,2175.02,169.9
motorcycle,sellyOak,edge172,edge25,887.69,76.2
motorcycle,sellyOak,edge172,edge267,312.91,21.9
motorcycle,sellyOak,edge172,edge271,2342.74,195.1
motorcycle,sellyOak,edge172,edge294,3942.31,284.9
motorcycle,sellyOak,edge172,edge30,844.52,75.7
motorcycle,sellyOak,edge172,edge3027,1186.73,93.1
motorcycle,sellyOak,edge172,edge3117,2032.07,159.2
motorcycle,sellyOak,edge172,edge3179,3977.73,289.4
motorcycle,sellyOak,edge172,edge3262,4079.75,297.1
motorcycle,sellyOak,edge172,edge3263,4078.49,295.2
motorcycle,sellyOak,edge172,edge3350,1131.91,89.7
motorcycle,sellyOak,edge172,edge3352,3885.17,285.6
motorcycle,sellyOak,edge172,edge3356,1698.54,144.4
motorcycle,sellyOak,edge172,edge50,2825.88,221.2
motorcycle,sellyOak,edge172,edge52.22,3577.2,264.0
motorcycle,sellyOak,edge172,edge68,3882.09,280.2
motorcycle,sellyOak,edge172,edge74,2230.36,174.0
motorcycle,sellyOak,edge172,edge8,3855.97,278.3
motorcycle,sellyOak,edge172,edge80,2335.19,182.0
